order_item_id,order_id,product_id,price_usd,cogs_usd,is_primary_item,website_session_id,created_at,user_id,revenue_usd,profit_usd
22,22,1,49.99,19.49,1,732,2012-03-23 12:09:46,732,49.99,30.500000000000004
23,23,1,49.99,19.49,1,750,2012-03-23 14:16:23,750,49.99,30.500000000000004
24,24,1,49.99,19.49,1,783,2012-03-23 17:14:48,783,49.99,30.500000000000004
25,25,1,49.99,19.49,1,844,2012-03-24 09:21:40,844,49.99,30.500000000000004
26,26,1,49.99,19.49,1,908,2012-03-25 08:32:41,908,49.99,30.500000000000004
27,27,1,49.99,19.49,1,909,2012-03-25 08:51:27,909,49.99,30.500000000000004
28,28,1,49.99,19.49,1,940,2012-03-25 16:00:12,940,49.99,30.500000000000004
29,29,1,49.99,19.49,1,954,2012-03-25 21:23:16,954,49.99,30.500000000000004
30,30,1,49.99,19.49,1,1018,2012-03-26 10:03:39,1016,49.99,30.500000000000004
31,31,1,49.99,19.49,1,1023,2012-03-26 10:25:44,1021,49.99,30.500000000000004
32,32,1,49.99,19.49,1,1059,2012-03-26 14:13:56,1055,49.99,30.500000000000004
33,33,1,49.99,19.49,1,1081,2012-03-26 16:00:19,1077,49.99,30.500000000000004
34,34,1,49.99,19.49,1,1094,2012-03-26 17:55:25,1090,49.99,30.500000000000004
35,35,1,49.99,19.49,1,1098,2012-03-26 18:06:39,1094,49.99,30.500000000000004
36,36,1,49.99,19.49,1,1105,2012-03-26 18:54:41,1101,49.99,30.500000000000004
37,37,1,49.99,19.49,1,1107,2012-03-26 19:19:25,1103,49.99,30.500000000000004
38,38,1,49.99,19.49,1,1125,2012-03-26 21:13:07,1121,49.99,30.500000000000004
39,39,1,49.99,19.49,1,1243,2012-03-27 15:18:43,1238,49.99,30.500000000000004
40,40,1,49.99,19.49,1,1256,2012-03-27 16:53:30,1251,49.99,30.500000000000004
41,41,1,49.99,19.49,1,1330,2012-03-28 08:30:06,1325,49.99,30.500000000000004
42,42,1,49.99,19.49,1,1343,2012-03-28 09:56:58,1337,49.99,30.500000000000004
43,43,1,49.99,19.49,1,1419,2012-03-28 16:55:52,1412,49.99,30.500000000000004
44,44,1,49.99,19.49,1,1454,2012-03-28 21:24:10,1447,49.99,30.500000000000004
45,45,1,49.99,19.49,1,1463,2012-03-28 22:45:52,1456,49.99,30.500000000000004
46,46,1,49.99,19.49,1,1581,2012-03-29 16:11:05,1574,49.99,30.500000000000004
47,47,1,49.99,19.49,1,1605,2012-03-29 17:49:07,1598,49.99,30.500000000000004
48,48,1,49.99,19.49,1,1643,2012-03-29 23:09:30,1635,49.99,30.500000000000004
49,49,1,49.99,19.49,1,1646,2012-03-30 00:25:18,1638,49.99,30.500000000000004
50,50,1,49.99,19.49,1,1654,2012-03-30 02:27:35,1646,49.99,30.500000000000004
51,51,1,49.99,19.49,1,1685,2012-03-30 10:06:25,1677,49.99,30.500000000000004
52,52,1,49.99,19.49,1,1691,2012-03-30 10:24:06,1683,49.99,30.500000000000004
53,53,1,49.99,19.49,1,1709,2012-03-30 12:47:30,1701,49.99,30.500000000000004
54,54,1,49.99,19.49,1,1726,2012-03-30 14:26:49,1718,49.99,30.500000000000004
55,55,1,49.99,19.49,1,1729,2012-03-30 14:39:09,1721,49.99,30.500000000000004
56,56,1,49.99,19.49,1,1790,2012-03-31 00:22:18,1782,49.99,30.500000000000004
57,57,1,49.99,19.49,1,1802,2012-03-31 02:32:43,1794,49.99,30.500000000000004
58,58,1,49.99,19.49,1,1807,2012-03-31 06:40:10,1799,49.99,30.500000000000004
59,59,1,49.99,19.49,1,1823,2012-03-31 10:25:39,1815,49.99,30.500000000000004
60,60,1,49.99,19.49,1,1863,2012-03-31 19:24:33,1855,49.99,30.500000000000004
61,61,1,49.99,19.49,1,1890,2012-04-01 06:45:11,1882,49.99,30.500000000000004
62,62,1,49.99,19.49,1,1912,2012-04-01 12:38:27,1902,49.99,30.500000000000004
63,63,1,49.99,19.49,1,1939,2012-04-01 17:33:26,1929,49.99,30.500000000000004
64,64,1,49.99,19.49,1,1944,2012-04-01 18:26:19,1934,49.99,30.500000000000004
65,65,1,49.99,19.49,1,2036,2012-04-02 11:07:48,2025,49.99,30.500000000000004
66,66,1,49.99,19.49,1,2089,2012-04-02 16:32:15,2076,49.99,30.500000000000004
67,67,1,49.99,19.49,1,2102,2012-04-02 17:17:42,2089,49.99,30.500000000000004
68,68,1,49.99,19.49,1,2115,2012-04-02 18:36:27,2102,49.99,30.500000000000004
69,69,1,49.99,19.49,1,2210,2012-04-03 10:29:20,2196,49.99,30.500000000000004
70,70,1,49.99,19.49,1,2231,2012-04-03 11:53:36,2217,49.99,30.500000000000004
71,71,1,49.99,19.49,1,2262,2012-04-03 15:03:48,2247,49.99,30.500000000000004
72,72,1,49.99,19.49,1,2291,2012-04-03 16:31:50,2276,49.99,30.500000000000004
73,73,1,49.99,19.49,1,2295,2012-04-03 16:36:02,1752,49.99,30.500000000000004
74,74,1,49.99,19.49,1,2325,2012-04-03 19:09:43,2309,49.99,30.500000000000004
75,75,1,49.99,19.49,1,2392,2012-04-04 07:47:38,2376,49.99,30.500000000000004
76,76,1,49.99,19.49,1,2422,2012-04-04 11:13:55,2405,49.99,30.500000000000004
77,77,1,49.99,19.49,1,2431,2012-04-04 11:34:52,2414,49.99,30.500000000000004
78,78,1,49.99,19.49,1,2514,2012-04-04 18:21:44,2495,49.99,30.500000000000004
79,79,1,49.99,19.49,1,2522,2012-04-04 19:00:06,2503,49.99,30.500000000000004
80,80,1,49.99,19.49,1,2624,2012-04-05 10:34:00,383,49.99,30.500000000000004
81,81,1,49.99,19.49,1,2668,2012-04-05 13:15:34,2644,49.99,30.500000000000004
82,82,1,49.99,19.49,1,2770,2012-04-05 20:11:27,2746,49.99,30.500000000000004
83,83,1,49.99,19.49,1,2810,2012-04-06 04:04:23,2786,49.99,30.500000000000004
84,84,1,49.99,19.49,1,2879,2012-04-06 12:16:39,2854,49.99,30.500000000000004
85,85,1,49.99,19.49,1,2942,2012-04-06 17:13:09,2916,49.99,30.500000000000004
86,86,1,49.99,19.49,1,2982,2012-04-06 22:48:48,2956,49.99,30.500000000000004
87,87,1,49.99,19.49,1,3000,2012-04-07 04:47:20,2972,49.99,30.500000000000004
88,88,1,49.99,19.49,1,3040,2012-04-07 16:15:03,3012,49.99,30.500000000000004
89,89,1,49.99,19.49,1,3044,2012-04-07 16:55:38,3016,49.99,30.500000000000004
90,90,1,49.99,19.49,1,3077,2012-04-08 02:25:16,3048,49.99,30.500000000000004
91,91,1,49.99,19.49,1,3082,2012-04-08 05:52:53,3053,49.99,30.500000000000004
92,92,1,49.99,19.49,1,3137,2012-04-08 20:50:48,3107,49.99,30.500000000000004
93,93,1,49.99,19.49,1,3139,2012-04-08 21:10:18,3109,49.99,30.500000000000004
94,94,1,49.99,19.49,1,3147,2012-04-08 22:33:08,3116,49.99,30.500000000000004
95,95,1,49.99,19.49,1,3189,2012-04-09 09:49:50,3158,49.99,30.500000000000004
96,96,1,49.99,19.49,1,3188,2012-04-09 09:50:14,3157,49.99,30.500000000000004
97,97,1,49.99,19.49,1,3208,2012-04-09 11:25:30,3177,49.99,30.500000000000004
98,98,1,49.99,19.49,1,3247,2012-04-09 15:01:23,3215,49.99,30.500000000000004
99,99,1,49.99,19.49,1,3295,2012-04-09 19:48:47,3263,49.99,30.500000000000004
100,100,1,49.99,19.49,1,3299,2012-04-09 20:28:57,3267,49.99,30.500000000000004
101,101,1,49.99,19.49,1,3318,2012-04-09 22:56:37,3285,49.99,30.500000000000004
102,102,1,49.99,19.49,1,3322,2012-04-09 23:25:30,3289,49.99,30.500000000000004
103,103,1,49.99,19.49,1,3421,2012-04-10 14:21:17,3386,49.99,30.500000000000004
104,104,1,49.99,19.49,1,3446,2012-04-10 16:40:18,3411,49.99,30.500000000000004
105,105,1,49.99,19.49,1,3496,2012-04-10 22:27:09,3460,49.99,30.500000000000004
106,106,1,49.99,19.49,1,3604,2012-04-11 14:13:17,3565,49.99,30.500000000000004
107,107,1,49.99,19.49,1,3618,2012-04-11 15:22:47,3579,49.99,30.500000000000004
108,108,1,49.99,19.49,1,3642,2012-04-11 16:38:56,3602,49.99,30.500000000000004
109,109,1,49.99,19.49,1,3683,2012-04-11 20:19:28,3642,49.99,30.500000000000004
110,110,1,49.99,19.49,1,3689,2012-04-11 21:59:27,3648,49.99,30.500000000000004
111,111,1,49.99,19.49,1,3746,2012-04-12 10:03:06,3703,49.99,30.500000000000004
112,112,1,49.99,19.49,1,3765,2012-04-12 10:51:25,3722,49.99,30.500000000000004
113,113,1,49.99,19.49,1,3789,2012-04-12 13:30:14,811,49.99,30.500000000000004
114,114,1,49.99,19.49,1,3807,2012-04-12 15:50:47,3761,49.99,30.500000000000004
115,115,1,49.99,19.49,1,3873,2012-04-13 02:13:16,3824,49.99,30.500000000000004
116,116,1,49.99,19.49,1,3947,2012-04-13 14:53:49,3895,49.99,30.500000000000004
117,117,1,49.99,19.49,1,4100,2012-04-14 23:26:48,4047,49.99,30.500000000000004
118,118,1,49.99,19.49,1,4119,2012-04-15 09:00:37,4065,49.99,30.500000000000004
119,119,1,49.99,19.49,1,4130,2012-04-15 13:20:39,4076,49.99,30.500000000000004
120,120,1,49.99,19.49,1,4136,2012-04-15 15:10:58,4082,49.99,30.500000000000004
121,121,1,49.99,19.49,1,4140,2012-04-15 16:36:31,4086,49.99,30.500000000000004
122,122,1,49.99,19.49,1,4224,2012-04-16 13:22:52,3313,49.99,30.500000000000004
123,123,1,49.99,19.49,1,4232,2012-04-16 14:54:24,4174,49.99,30.500000000000004
124,124,1,49.99,19.49,1,4235,2012-04-16 15:03:23,4177,49.99,30.500000000000004
125,125,1,49.99,19.49,1,4249,2012-04-16 17:59:57,4191,49.99,30.500000000000004
126,126,1,49.99,19.49,1,4258,2012-04-16 19:33:33,167,49.99,30.500000000000004
127,127,1,49.99,19.49,1,4372,2012-04-17 19:20:42,455,49.99,30.500000000000004
128,128,1,49.99,19.49,1,4420,2012-04-18 10:28:38,4346,49.99,30.500000000000004
129,129,1,49.99,19.49,1,4437,2012-04-18 12:10:33,4362,49.99,30.500000000000004
130,130,1,49.99,19.49,1,4490,2012-04-18 18:51:07,755,49.99,30.500000000000004
131,131,1,49.99,19.49,1,4501,2012-04-18 19:59:44,4423,49.99,30.500000000000004
132,132,1,49.99,19.49,1,4531,2012-04-19 07:42:08,59,49.99,30.500000000000004
133,133,1,49.99,19.49,1,4559,2012-04-19 13:21:03,4474,49.99,30.500000000000004
134,134,1,49.99,19.49,1,4566,2012-04-19 14:19:40,4480,49.99,30.500000000000004
135,135,1,49.99,19.49,1,4567,2012-04-19 14:20:15,4481,49.99,30.500000000000004
136,136,1,49.99,19.49,1,4605,2012-04-19 19:02:48,4519,49.99,30.500000000000004
137,137,1,49.99,19.49,1,4620,2012-04-19 21:50:45,4533,49.99,30.500000000000004
138,138,1,49.99,19.49,1,4685,2012-04-20 14:02:15,4590,49.99,30.500000000000004
139,139,1,49.99,19.49,1,4770,2012-04-21 17:39:59,4674,49.99,30.500000000000004
140,140,1,49.99,19.49,1,4801,2012-04-22 11:01:02,4704,49.99,30.500000000000004
141,141,1,49.99,19.49,1,4815,2012-04-22 16:58:22,4718,49.99,30.500000000000004
142,142,1,49.99,19.49,1,4828,2012-04-22 21:22:31,4728,49.99,30.500000000000004
143,143,1,49.99,19.49,1,4878,2012-04-23 11:07:52,4774,49.99,30.500000000000004
144,144,1,49.99,19.49,1,4881,2012-04-23 11:27:53,4777,49.99,30.500000000000004
145,145,1,49.99,19.49,1,4889,2012-04-23 12:31:17,4785,49.99,30.500000000000004
146,146,1,49.99,19.49,1,4923,2012-04-23 17:12:15,2368,49.99,30.500000000000004
147,147,1,49.99,19.49,1,4943,2012-04-23 20:59:07,4832,49.99,30.500000000000004
148,148,1,49.99,19.49,1,4951,2012-04-23 22:39:58,4840,49.99,30.500000000000004
149,149,1,49.99,19.49,1,4952,2012-04-23 22:57:17,3291,49.99,30.500000000000004
150,150,1,49.99,19.49,1,5054,2012-04-24 19:22:17,4933,49.99,30.500000000000004
151,151,1,49.99,19.49,1,5065,2012-04-24 23:13:26,210,49.99,30.500000000000004
152,152,1,49.99,19.49,1,5151,2012-04-25 21:05:32,13,49.99,30.500000000000004
153,153,1,49.99,19.49,1,5252,2012-04-26 15:35:59,5116,49.99,30.500000000000004
154,154,1,49.99,19.49,1,5270,2012-04-26 17:43:19,5134,49.99,30.500000000000004
155,155,1,49.99,19.49,1,5292,2012-04-26 22:22:55,5154,49.99,30.500000000000004
156,156,1,49.99,19.49,1,5297,2012-04-27 01:22:32,5158,49.99,30.500000000000004
157,157,1,49.99,19.49,1,5386,2012-04-27 19:42:18,5243,49.99,30.500000000000004
158,158,1,49.99,19.49,1,5458,2012-04-29 16:58:56,5312,49.99,30.500000000000004
159,159,1,49.99,19.49,1,5538,2012-04-30 12:14:59,5387,49.99,30.500000000000004
160,160,1,49.99,19.49,1,5619,2012-05-01 03:50:09,5461,49.99,30.500000000000004
161,161,1,49.99,19.49,1,5650,2012-05-01 10:34:08,5488,49.99,30.500000000000004
162,162,1,49.99,19.49,1,5654,2012-05-01 11:20:19,876,49.99,30.500000000000004
163,163,1,49.99,19.49,1,5663,2012-05-01 12:10:41,4038,49.99,30.500000000000004
164,164,1,49.99,19.49,1,5705,2012-05-01 16:25:31,5539,49.99,30.500000000000004
165,165,1,49.99,19.49,1,5820,2012-05-02 11:50:21,5640,49.99,30.500000000000004
166,166,1,49.99,19.49,1,5830,2012-05-02 12:56:44,5649,49.99,30.500000000000004
167,167,1,49.99,19.49,1,5870,2012-05-02 17:15:10,5688,49.99,30.500000000000004
168,168,1,49.99,19.49,1,5873,2012-05-02 17:24:00,5691,49.99,30.500000000000004
169,169,1,49.99,19.49,1,5925,2012-05-03 09:03:53,3057,49.99,30.500000000000004
170,170,1,49.99,19.49,1,5927,2012-05-03 09:40:22,2617,49.99,30.500000000000004
171,171,1,49.99,19.49,1,5976,2012-05-03 15:19:38,5788,49.99,30.500000000000004
172,172,1,49.99,19.49,1,5987,2012-05-03 16:24:32,5797,49.99,30.500000000000004
173,173,1,49.99,19.49,1,6017,2012-05-03 23:52:58,5824,49.99,30.500000000000004
174,174,1,49.99,19.49,1,6036,2012-05-04 05:22:36,5840,49.99,30.500000000000004
175,175,1,49.99,19.49,1,6056,2012-05-04 10:24:35,5858,49.99,30.500000000000004
176,176,1,49.99,19.49,1,6123,2012-05-04 16:56:05,5918,49.99,30.500000000000004
177,177,1,49.99,19.49,1,6481,2012-05-08 15:59:05,6237,49.99,30.500000000000004
178,178,1,49.99,19.49,1,6487,2012-05-08 16:18:21,6242,49.99,30.500000000000004
179,179,1,49.99,19.49,1,6536,2012-05-09 01:00:09,6288,49.99,30.500000000000004
180,180,1,49.99,19.49,1,6539,2012-05-09 01:40:07,6291,49.99,30.500000000000004
181,181,1,49.99,19.49,1,6562,2012-05-09 09:04:41,6313,49.99,30.500000000000004
182,182,1,49.99,19.49,1,6571,2012-05-09 10:16:50,6322,49.99,30.500000000000004
183,183,1,49.99,19.49,1,6603,2012-05-09 13:36:25,6352,49.99,30.500000000000004
184,184,1,49.99,19.49,1,6614,2012-05-09 14:59:36,2020,49.99,30.500000000000004
185,185,1,49.99,19.49,1,6629,2012-05-09 17:01:21,6374,49.99,30.500000000000004
186,186,1,49.99,19.49,1,6637,2012-05-09 17:41:14,6381,49.99,30.500000000000004
187,187,1,49.99,19.49,1,6692,2012-05-10 09:54:16,6433,49.99,30.500000000000004
188,188,1,49.99,19.49,1,6765,2012-05-10 18:45:17,6500,49.99,30.500000000000004
189,189,1,49.99,19.49,1,6781,2012-05-10 21:29:58,6515,49.99,30.500000000000004
190,190,1,49.99,19.49,1,6836,2012-05-11 11:10:14,6565,49.99,30.500000000000004
191,191,1,49.99,19.49,1,6889,2012-05-11 15:06:01,5115,49.99,30.500000000000004
192,192,1,49.99,19.49,1,6927,2012-05-11 21:20:08,6648,49.99,30.500000000000004
193,193,1,49.99,19.49,1,6993,2012-05-12 20:44:15,6711,49.99,30.500000000000004
194,194,1,49.99,19.49,1,7018,2012-05-13 08:21:23,6732,49.99,30.500000000000004
195,195,1,49.99,19.49,1,7035,2012-05-13 15:56:25,6747,49.99,30.500000000000004
196,196,1,49.99,19.49,1,7042,2012-05-13 17:04:33,6754,49.99,30.500000000000004
197,197,1,49.99,19.49,1,7140,2012-05-14 18:33:40,3659,49.99,30.500000000000004
198,198,1,49.99,19.49,1,7144,2012-05-14 18:51:18,6841,49.99,30.500000000000004
199,199,1,49.99,19.49,1,7175,2012-05-15 03:20:44,6869,49.99,30.500000000000004
200,200,1,49.99,19.49,1,7178,2012-05-15 05:20:02,3123,49.99,30.500000000000004
201,201,1,49.99,19.49,1,7179,2012-05-15 05:28:05,6872,49.99,30.500000000000004
202,202,1,49.99,19.49,1,7188,2012-05-15 08:13:34,6880,49.99,30.500000000000004
203,203,1,49.99,19.49,1,7191,2012-05-15 08:56:05,6882,49.99,30.500000000000004
204,204,1,49.99,19.49,1,7240,2012-05-15 15:06:45,6929,49.99,30.500000000000004
205,205,1,49.99,19.49,1,7245,2012-05-15 15:29:52,872,49.99,30.500000000000004
206,206,1,49.99,19.49,1,7263,2012-05-15 17:26:16,6948,49.99,30.500000000000004
207,207,1,49.99,19.49,1,7311,2012-05-16 05:07:43,6994,49.99,30.500000000000004
208,208,1,49.99,19.49,1,7312,2012-05-16 05:33:50,6995,49.99,30.500000000000004
209,209,1,49.99,19.49,1,7421,2012-05-17 00:34:13,7097,49.99,30.500000000000004
210,210,1,49.99,19.49,1,7507,2012-05-17 16:23:20,7176,49.99,30.500000000000004
211,211,1,49.99,19.49,1,7528,2012-05-17 19:33:38,7195,49.99,30.500000000000004
212,212,1,49.99,19.49,1,7577,2012-05-18 10:29:28,4607,49.99,30.500000000000004
213,213,1,49.99,19.49,1,7590,2012-05-18 11:38:07,7248,49.99,30.500000000000004
214,214,1,49.99,19.49,1,7597,2012-05-18 13:43:00,3264,49.99,30.500000000000004
215,215,1,49.99,19.49,1,7604,2012-05-18 14:24:34,7260,49.99,30.500000000000004
216,216,1,49.99,19.49,1,7663,2012-05-19 03:45:52,7314,49.99,30.500000000000004
217,217,1,49.99,19.49,1,7710,2012-05-20 00:54:14,7355,49.99,30.500000000000004
218,218,1,49.99,19.49,1,7734,2012-05-20 09:53:49,7379,49.99,30.500000000000004
219,219,1,49.99,19.49,1,7787,2012-05-20 22:54:22,7425,49.99,30.500000000000004
220,220,1,49.99,19.49,1,7792,2012-05-20 23:15:35,7430,49.99,30.500000000000004
221,221,1,49.99,19.49,1,7795,2012-05-20 23:36:57,7432,49.99,30.500000000000004
222,222,1,49.99,19.49,1,7820,2012-05-21 05:26:35,7455,49.99,30.500000000000004
223,223,1,49.99,19.49,1,7864,2012-05-21 11:52:18,7498,49.99,30.500000000000004
224,224,1,49.99,19.49,1,7906,2012-05-21 16:48:12,7533,49.99,30.500000000000004
225,225,1,49.99,19.49,1,7947,2012-05-21 22:15:20,7569,49.99,30.500000000000004
226,226,1,49.99,19.49,1,7973,2012-05-22 05:15:47,7594,49.99,30.500000000000004
227,227,1,49.99,19.49,1,7978,2012-05-22 06:15:19,7599,49.99,30.500000000000004
228,228,1,49.99,19.49,1,8001,2012-05-22 11:40:48,4430,49.99,30.500000000000004
229,229,1,49.99,19.49,1,8011,2012-05-22 13:00:49,7630,49.99,30.500000000000004
230,230,1,49.99,19.49,1,8060,2012-05-22 16:53:01,1997,49.99,30.500000000000004
231,231,1,49.99,19.49,1,8130,2012-05-23 03:29:12,7735,49.99,30.500000000000004
232,232,1,49.99,19.49,1,8265,2012-05-23 22:13:43,4098,49.99,30.500000000000004
233,233,1,49.99,19.49,1,8272,2012-05-23 23:24:06,7867,49.99,30.500000000000004
234,234,1,49.99,19.49,1,8435,2012-05-24 19:34:52,8016,49.99,30.500000000000004
235,235,1,49.99,19.49,1,8447,2012-05-24 20:47:20,8026,49.99,30.500000000000004
236,236,1,49.99,19.49,1,8479,2012-05-25 04:56:43,8053,49.99,30.500000000000004
237,237,1,49.99,19.49,1,8480,2012-05-25 05:03:31,8054,49.99,30.500000000000004
238,238,1,49.99,19.49,1,8519,2012-05-25 11:32:25,8090,49.99,30.500000000000004
239,239,1,49.99,19.49,1,8543,2012-05-25 14:34:54,8114,49.99,30.500000000000004
240,240,1,49.99,19.49,1,8546,2012-05-25 14:47:19,8116,49.99,30.500000000000004
241,241,1,49.99,19.49,1,8569,2012-05-25 16:22:45,8136,49.99,30.500000000000004
242,242,1,49.99,19.49,1,8642,2012-05-26 13:48:44,8202,49.99,30.500000000000004
243,243,1,49.99,19.49,1,8643,2012-05-26 14:12:31,8203,49.99,30.500000000000004
244,244,1,49.99,19.49,1,8656,2012-05-26 17:15:58,8216,49.99,30.500000000000004
245,245,1,49.99,19.49,1,8694,2012-05-27 09:35:20,8250,49.99,30.500000000000004
246,246,1,49.99,19.49,1,8738,2012-05-27 23:20:09,8289,49.99,30.500000000000004
247,247,1,49.99,19.49,1,8748,2012-05-28 01:00:08,8299,49.99,30.500000000000004
248,248,1,49.99,19.49,1,8766,2012-05-28 06:32:53,8314,49.99,30.500000000000004
249,249,1,49.99,19.49,1,8810,2012-05-28 15:16:53,8353,49.99,30.500000000000004
250,250,1,49.99,19.49,1,8874,2012-05-29 06:08:15,8409,49.99,30.500000000000004
251,251,1,49.99,19.49,1,8903,2012-05-29 10:25:35,8436,49.99,30.500000000000004
252,252,1,49.99,19.49,1,8905,2012-05-29 10:28:05,8438,49.99,30.500000000000004
253,253,1,49.99,19.49,1,8921,2012-05-29 11:52:28,8453,49.99,30.500000000000004
254,254,1,49.99,19.49,1,8953,2012-05-29 15:26:24,8484,49.99,30.500000000000004
255,255,1,49.99,19.49,1,8963,2012-05-29 16:36:43,8493,49.99,30.500000000000004
256,256,1,49.99,19.49,1,8971,2012-05-29 17:05:01,8501,49.99,30.500000000000004
257,257,1,49.99,19.49,1,9020,2012-05-29 23:52:45,8548,49.99,30.500000000000004
258,258,1,49.99,19.49,1,9032,2012-05-30 03:09:09,8559,49.99,30.500000000000004
259,259,1,49.99,19.49,1,9042,2012-05-30 07:56:12,8567,49.99,30.500000000000004
260,260,1,49.99,19.49,1,9073,2012-05-30 12:03:14,8594,49.99,30.500000000000004
261,261,1,49.99,19.49,1,9166,2012-05-30 20:49:37,8676,49.99,30.500000000000004
262,262,1,49.99,19.49,1,9176,2012-05-30 23:02:24,8684,49.99,30.500000000000004
263,263,1,49.99,19.49,1,9193,2012-05-31 05:33:03,8701,49.99,30.500000000000004
264,264,1,49.99,19.49,1,9216,2012-05-31 09:04:38,8721,49.99,30.500000000000004
265,265,1,49.99,19.49,1,9240,2012-05-31 11:07:52,7771,49.99,30.500000000000004
266,266,1,49.99,19.49,1,9294,2012-05-31 16:48:56,8792,49.99,30.500000000000004
267,267,1,49.99,19.49,1,9342,2012-05-31 23:09:54,8836,49.99,30.500000000000004
268,268,1,49.99,19.49,1,9363,2012-06-01 06:22:07,8855,49.99,30.500000000000004
269,269,1,49.99,19.49,1,9412,2012-06-01 12:48:56,8898,49.99,30.500000000000004
270,270,1,49.99,19.49,1,9413,2012-06-01 12:57:29,8899,49.99,30.500000000000004
271,271,1,49.99,19.49,1,9428,2012-06-01 14:22:14,8911,49.99,30.500000000000004
272,272,1,49.99,19.49,1,9460,2012-06-01 18:27:57,8941,49.99,30.500000000000004
273,273,1,49.99,19.49,1,9467,2012-06-01 20:13:43,8948,49.99,30.500000000000004
274,274,1,49.99,19.49,1,9514,2012-06-02 13:04:20,8992,49.99,30.500000000000004
275,275,1,49.99,19.49,1,9547,2012-06-02 23:36:33,9022,49.99,30.500000000000004
276,276,1,49.99,19.49,1,9562,2012-06-03 07:08:32,9033,49.99,30.500000000000004
277,277,1,49.99,19.49,1,9568,2012-06-03 10:20:20,9038,49.99,30.500000000000004
278,278,1,49.99,19.49,1,9590,2012-06-03 17:07:33,4154,49.99,30.500000000000004
279,279,1,49.99,19.49,1,9592,2012-06-03 18:13:27,9057,49.99,30.500000000000004
280,280,1,49.99,19.49,1,9617,2012-06-04 01:52:42,9082,49.99,30.500000000000004
281,281,1,49.99,19.49,1,9735,2012-06-04 18:54:32,9182,49.99,30.500000000000004
282,282,1,49.99,19.49,1,9765,2012-06-05 00:05:08,9209,49.99,30.500000000000004
283,283,1,49.99,19.49,1,9769,2012-06-05 00:43:45,9213,49.99,30.500000000000004
284,284,1,49.99,19.49,1,9779,2012-06-05 03:25:52,9222,49.99,30.500000000000004
285,285,1,49.99,19.49,1,9819,2012-06-05 11:58:32,9259,49.99,30.500000000000004
286,286,1,49.99,19.49,1,9849,2012-06-05 14:05:13,9284,49.99,30.500000000000004
287,287,1,49.99,19.49,1,9915,2012-06-06 01:28:55,9342,49.99,30.500000000000004
288,288,1,49.99,19.49,1,9932,2012-06-06 08:14:09,9357,49.99,30.500000000000004
289,289,1,49.99,19.49,1,9942,2012-06-06 09:43:17,9364,49.99,30.500000000000004
290,290,1,49.99,19.49,1,9954,2012-06-06 10:54:47,9374,49.99,30.500000000000004
291,291,1,49.99,19.49,1,9989,2012-06-06 13:05:33,9406,49.99,30.500000000000004
292,292,1,49.99,19.49,1,10020,2012-06-06 16:36:33,9433,49.99,30.500000000000004
293,293,1,49.99,19.49,1,10033,2012-06-06 17:40:07,9446,49.99,30.500000000000004
294,294,1,49.99,19.49,1,10041,2012-06-06 18:13:18,9454,49.99,30.500000000000004
295,295,1,49.99,19.49,1,10105,2012-06-07 06:41:57,9509,49.99,30.500000000000004
296,296,1,49.99,19.49,1,10122,2012-06-07 09:31:47,9525,49.99,30.500000000000004
